"","Season","Name","Team","POS","Salary","Years","Total.Value","Avg.Annual"
"260",2010,"Elvis Andrus","TEX ","SS","$418,420 ","1 (2010)","$418,420 ","$418,420 "
"261",2010,"Emilio Bonifacio","MIA ","2B","$420,000 ","1 (2010)","$420,000 ","$420,000 "
"262",2010,"Emmanuel Burriss","SF ","2B","$410,000 ","1 (2010)","$410,000 ","$410,000 "
"263",2010,"Eric Byrnes","SEA ","OF","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"264",2010,"Eric Chavez","OAK ","3B","$12,500,000 ","1 (2010)","$12,500,000 ","$12,500,000 "
"265",2010,"Eric Hinske","ATL ","1B","$1,000,000 ","1 (2010)","$1,000,000 ","$1,000,000 "
"266",2010,"Eric Hurley","TEX ","P","$401,000 ","1 (2010)","$401,000 ","$401,000 "
"267",2010,"Eric O`Flaherty","ATL ","P","$440,000 ","1 (2010)","$440,000 ","$440,000 "
"268",2010,"Eric Patterson","OAK ","2B","$405,000 ","1 (2010)","$405,000 ","$405,000 "
"269",2010,"Erick Aybar","LAA ","SS","$2,050,000 ","1 (2010)","$2,050,000 ","$2,050,000 "
"270",2010,"Erik Bedard","SEA ","P","$1,500,000 ","1 (2010)","$1,500,000 ","$1,500,000 "
"271",2010,"Ervin Santana","LAA ","P","$6,000,000 ","1 (2010)","$6,000,000 ","$6,000,000 "
"272",2010,"Esmailin Caridad","CHC ","P","$403,000 ","1 (2010)","$403,000 ","$403,000 "
"273",2010,"Esmerling Vasquez","ARI ","P","$404,500 ","1 (2010)","$404,500 ","$404,500 "
"274",2010,"Esmil Rogers","COL ","P","$401,000 ","1 (2010)","$401,000 ","$401,000 "
"275",2010,"Eugenio Velez","SF ","OF","$416,000 ","1 (2010)","$416,000 ","$416,000 "
"276",2010,"Evan Longoria","TB ","3B","$950,000 ","6 (2008-13)","$17,500,000 ","$2,916,667 "
"277",2010,"Evan Meek","PIT ","P","$413,500 ","1 (2010)","$413,500 ","$413,500 "
"278",2010,"Everth Cabrera","SD ","SS","$418,800 ","1 (2010)","$418,800 ","$418,800 "
"279",2010,"Felipe Lopez","STL ","SS","$1,000,000 ","1 (2010)","$1,000,000 ","$1,000,000 "
"280",2010,"Felipe Paulino","HOU ","P","$415,000 ","1 (2010)","$415,000 ","$415,000 "
"281",2010,"Felix Hernandez","SEA ","P","$7,200,000 ","1 (2010)","$7,200,000 ","$7,200,000 "
"282",2010,"Felix Pie","BAL ","OF","$420,000 ","1 (2010)","$420,000 ","$420,000 "
"283",2010,"Fernando Nieve","NYM ","P","$414,000 ","1 (2010)","$414,000 ","$414,000 "
"284",2010,"Fernando Rodney","LAA ","P","$5,500,000 ","1 (2010)","$5,500,000 ","$5,500,000 "
"285",2010,"Fernando Tatis","NYM ","OF","$850,000 ","1 (2010)","$850,000 ","$850,000 "
"286",2010,"Francisco Cervelli","NYY ","C","$410,800 ","1 (2010)","$410,800 ","$410,800 "
"287",2010,"Francisco Cordero","CIN ","P","$12,125,000 ","1 (2010)","$12,125,000 ","$12,125,000 "
"288",2010,"Francisco Liriano","MIN ","P","$1,600,000 ","1 (2010)","$1,600,000 ","$1,600,000 "
"289",2010,"Francisco Rodriguez","NYM ","P","$12,166,666 ","1 (2010)","$12,166,666 ","$12,166,666 "
"290",2010,"Frank Catalanotto","NYM ","OF","$650,000 ","1 (2010)","$650,000 ","$650,000 "
"291",2010,"Frank Francisco","TEX ","P","$3,265,000 ","1 (2010)","$3,265,000 ","$3,265,000 "
"292",2010,"Franklin Gutierrez","SEA ","OF","$2,312,500 ","4 (2010-13)","$20,250,000 ","$5,062,500 "
"293",2010,"Franklin Morales","COL ","P","$406,000 ","1 (2010)","$406,000 ","$406,000 "
"294",2010,"Fred Lewis","SF ","OF","$455,000 ","1 (2010)","$455,000 ","$455,000 "
"295",2010,"Freddy Garcia","CWS ","P","$1,000,000 ","1 (2010)","$1,000,000 ","$1,000,000 "
"296",2010,"Freddy Sanchez","SF ","2B","$6,000,000 ","1 (2010)","$6,000,000 ","$6,000,000 "
"297",2010,"Fu-Te Ni","DET ","P","$407,500 ","1 (2010)","$407,500 ","$407,500 "
"298",2010,"Gabe Gross","OAK ","OF","$750,000 ","1 (2010)","$750,000 ","$750,000 "
"299",2010,"Gabe Kapler","TB ","OF","$1,054,000 ","1 (2010)","$1,054,000 ","$1,054,000 "
"300",2010,"Gaby Sanchez","MIA ","1B","$401,000 ","1 (2010)","$401,000 ","$401,000 "
"301",2010,"Garret Anderson","LAD ","OF","$550,000 ","1 (2010)","$550,000 ","$550,000 "
"302",2010,"Garrett Atkins","BAL ","1B","$4,000,000 ","1 (2010)","$4,000,000 ","$4,000,000 "
"303",2010,"Garrett Jones","PIT ","OF","$425,000 ","1 (2010)","$425,000 ","$425,000 "
"304",2010,"Garrett Mock","WSH ","P","$411,000 ","1 (2010)","$411,000 ","$411,000 "
"305",2010,"Gary Matthews","NYM ","OF","$11,400,000 ","1 (2010)","$11,400,000 ","$11,400,000 "
"306",2010,"Gavin Floyd","CWS ","P","$2,750,000 ","1 (2010)","$2,750,000 ","$2,750,000 "
"307",2010,"Geoff Blum","HOU ","2B","$1,500,000 ","1 (2010)","$1,500,000 ","$1,500,000 "
"308",2010,"George Kottaras","MIL ","C","$408,500 ","1 (2010)","$408,500 ","$408,500 "
"309",2010,"George Sherrill","LAD ","P","$4,500,000 ","1 (2010)","$4,500,000 ","$4,500,000 "
"310",2010,"Geovany Soto","CHC ","C","$575,000 ","1 (2010)","$575,000 ","$575,000 "
"311",2010,"Gerald Laird","DET ","C","$3,950,000 ","1 (2010)","$3,950,000 ","$3,950,000 "
"312",2010,"Gerardo Parra","ARI ","OF","$405,500 ","1 (2010)","$405,500 ","$405,500 "
"313",2010,"Gil Meche","KC ","P","$12,400,000 ","1 (2010)","$12,400,000 ","$12,400,000 "
"314",2010,"Gio Gonzalez","OAK ","P","$405,000 ","1 (2010)","$405,000 ","$405,000 "
"315",2010,"Gordon Beckham","CWS ","2B","$445,000 ","1 (2010)","$445,000 ","$445,000 "
"316",2010,"Grady Sizemore","CLE ","OF","$5,766,666 ","1 (2010)","$5,766,666 ","$5,766,666 "
"317",2010,"Grant Balfour","TB ","P","$2,050,000 ","1 (2010)","$2,050,000 ","$2,050,000 "
"318",2010,"Greg Dobbs","PHI ","3B","$1,350,000 ","1 (2010)","$1,350,000 ","$1,350,000 "
"319",2010,"Greg Reynolds","COL ","P","$403,000 ","1 (2010)","$403,000 ","$403,000 "
"320",2010,"Greg Smith","COL ","P","$406,000 ","1 (2010)","$406,000 ","$406,000 "
"321",2010,"Gregg Zaun","MIL ","C","$1,900,000 ","1 (2010)","$1,900,000 ","$1,900,000 "
"322",2010,"Guillermo Mota","SF ","P","$750,000 ","1 (2010)","$750,000 ","$750,000 "
"323",2010,"Hanley Ramirez","MIA ","SS","$7,000,000 ","1 (2010)","$7,000,000 ","$7,000,000 "
"324",2010,"Hayden Penn","PIT ","P","$402,000 ","1 (2010)","$402,000 ","$402,000 "
"325",2010,"Heath Bell","SD ","P","$4,000,000 ","1 (2010)","$4,000,000 ","$4,000,000 "
"326",2010,"Hector Ambriz","CLE ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"327",2010,"Henry Blanco","NYM ","C","$750,000 ","1 (2010)","$750,000 ","$750,000 "
"328",2010,"Hideki Matsui","LAA ","OF","$6,000,000 ","1 (2010)","$6,000,000 ","$6,000,000 "
"329",2010,"Hideki Okajima","BOS ","P","$2,750,000 ","1 (2010)","$2,750,000 ","$2,750,000 "
"330",2010,"Hiroki Kuroda","LAD ","P","$15,433,333 ","1 (2010)","$15,433,333 ","$15,433,333 "
"331",2010,"Hisanori Takahashi","NYM ","P","$1,000,000 ","1 (2010)","$1,000,000 ","$1,000,000 "
"332",2010,"Homer Bailey","CIN ","OF","$418,000 ","1 (2010)","$418,000 ","$418,000 "
"333",2010,"Hong-Chih Kuo","LAD ","P","$950,000 ","1 (2010)","$950,000 ","$950,000 "
"334",2010,"Howie Kendrick","LAA ","2B","$1,750,000 ","1 (2010)","$1,750,000 ","$1,750,000 "
"335",2010,"Humberto Quintero","HOU ","C","$750,000 ","1 (2010)","$750,000 ","$750,000 "
"336",2010,"Hunter Pence","HOU ","OF","$3,500,000 ","1 (2010)","$3,500,000 ","$3,500,000 "
"337",2010,"Huston Street","COL ","P","$7,200,000 ","1 (2010)","$7,200,000 ","$7,200,000 "
"338",2010,"Ian Desmond","WSH ","SS","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"339",2010,"Ian Kennedy","ARI ","P","$403,000 ","1 (2010)","$403,000 ","$403,000 "
"340",2010,"Ian Kinsler","TEX ","2B","$4,200,000 ","1 (2010)","$4,200,000 ","$4,200,000 "
"341",2010,"Ian Snell","SEA ","P","$4,450,000 ","1 (2010)","$4,450,000 ","$4,450,000 "
"342",2010,"Ian Stewart","COL ","3B","$408,000 ","1 (2010)","$408,000 ","$408,000 "
"343",2010,"Ichiro Suzuki","SEA ","OF","$18,000,000 ","1 (2010)","$18,000,000 ","$18,000,000 "
"344",2010,"Ivan Rodriguez","WSH ","C","$3,000,000 ","1 (2010)","$3,000,000 ","$3,000,000 "
"345",2010,"J.A. Happ","PHI ","P","$470,000 ","1 (2010)","$470,000 ","$470,000 "
"346",2010,"J.C. Gutierrez","ARI ","P","$411,000 ","1 (2010)","$411,000 ","$411,000 "
"347",2010,"J.C. Romero","PHI ","P","$4,250,000 ","1 (2010)","$4,250,000 ","$4,250,000 "
"348",2010,"J.D. Drew","BOS ","OF","$14,000,000 ","1 (2010)","$14,000,000 ","$14,000,000 "
"349",2010,"J.J. Hardy","MIN ","SS","$5,100,000 ","1 (2010)","$5,100,000 ","$5,100,000 "
"350",2010,"J.J. Putz","CWS ","P","$3,000,000 ","1 (2010)","$3,000,000 ","$3,000,000 "
"351",2010,"J.P. Howell","TB ","P","$1,800,000 ","1 (2010)","$1,800,000 ","$1,800,000 "
"352",2010,"J.R. Towles","HOU ","C","$406,500 ","1 (2010)","$406,500 ","$406,500 "
"353",2010,"Jack Hannahan","SEA ","3B","$416,500 ","1 (2010)","$416,500 ","$416,500 "
"354",2010,"Jack Taschner","PIT ","P","$835,000 ","1 (2010)","$835,000 ","$835,000 "
"355",2010,"Jack Wilson","SEA ","SS","$5,000,000 ","1 (2010)","$5,000,000 ","$5,000,000 "
"356",2010,"Jacoby Ellsbury","BOS ","OF","$496,500 ","1 (2010)","$496,500 ","$496,500 "
"357",2010,"Jaime Garcia","STL ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"358",2010,"Jair Jurrjens","ATL ","P","$480,000 ","1 (2010)","$480,000 ","$480,000 "
"359",2010,"Jake Fox","OAK ","C","$405,000 ","1 (2010)","$405,000 ","$405,000 "
"360",2010,"Jake Peavy","CWS ","P","$15,000,000 ","1 (2010)","$15,000,000 ","$15,000,000 "
"361",2010,"Jake Westbrook","CLE ","P","$11,000,000 ","1 (2010)","$11,000,000 ","$11,000,000 "
"362",2010,"James Loney","LAD ","1B","$3,100,000 ","1 (2010)","$3,100,000 ","$3,100,000 "
"363",2010,"James Russell","CHC ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"364",2010,"James Shields","TB ","P","$2,500,000 ","1 (2010)","$2,500,000 ","$2,500,000 "
"365",2010,"Jamey Carroll","LAD ","2B","$1,535,677 ","1 (2010)","$1,535,677 ","$1,535,677 "
"366",2010,"Jamey Wright","CLE ","P","$900,000 ","1 (2010)","$900,000 ","$900,000 "
"367",2010,"Jamie Moyer","PHI ","P","$8,000,000 ","1 (2010)","$8,000,000 ","$8,000,000 "
"368",2010,"Jarrod Saltalamacchia","TEX ","C","$418,580 ","1 (2010)","$418,580 ","$418,580 "
"369",2010,"Jason Bartlett","TB ","SS","$4,000,000 ","1 (2010)","$4,000,000 ","$4,000,000 "
"370",2010,"Jason Bay","NYM ","OF","$8,625,000 ","1 (2010)","$8,625,000 ","$8,625,000 "
"371",2010,"Jason Bergmann","WSH ","P","$750,000 ","1 (2010)","$750,000 ","$750,000 "
"372",2010,"Jason Berken","BAL ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"373",2010,"Jason Bulger","LAA ","P","$418,000 ","1 (2010)","$418,000 ","$418,000 "
"374",2010,"Jason Frasor","TOR ","P","$2,650,000 ","1 (2010)","$2,650,000 ","$2,650,000 "
"375",2010,"Jason Giambi","COL ","1B","$1,750,000 ","1 (2010)","$1,750,000 ","$1,750,000 "
"376",2010,"Jason Hammel","COL ","P","$1,900,000 ","1 (2010)","$1,900,000 ","$1,900,000 "
"377",2010,"Jason Heyward","ATL ","OF","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"378",2010,"Jason Jaramillo","PIT ","C","$416,500 ","1 (2010)","$416,500 ","$416,500 "
"379",2010,"Jason Kendall","KC ","C","$2,250,000 ","1 (2010)","$2,250,000 ","$2,250,000 "
"380",2010,"Jason Kubel","MIN ","DH","$4,100,000 ","1 (2010)","$4,100,000 ","$4,100,000 "
"381",2010,"Jason LaRue","STL ","C","$950,000 ","1 (2010)","$950,000 ","$950,000 "
"382",2010,"Jason Marquis","WSH ","P","$7,500,000 ","1 (2010)","$7,500,000 ","$7,500,000 "
"383",2010,"Jason Michaels","HOU ","OF","$800,000 ","1 (2010)","$800,000 ","$800,000 "
"384",2010,"Jason Vargas","SEA ","OF","$412,500 ","1 (2010)","$412,500 ","$412,500 "
"385",2010,"Jason Varitek","BOS ","C","$3,000,000 ","1 (2010)","$3,000,000 ","$3,000,000 "
"386",2010,"Javier Lopez","PIT ","P","$775,000 ","1 (2010)","$775,000 ","$775,000 "
"387",2010,"Javier Vazquez","NYY ","P","$11,500,000 ","1 (2010)","$11,500,000 ","$11,500,000 "
"388",2010,"Jay Bruce","CIN ","OF","$440,000 ","1 (2010)","$440,000 ","$440,000 "
"389",2010,"Jayson Nix","CWS ","2B","$420,000 ","1 (2010)","$420,000 ","$420,000 "
"390",2010,"Jayson Werth","PHI ","OF","$7,500,000 ","1 (2010)","$7,500,000 ","$7,500,000 "
"391",2010,"Jed Lowrie","BOS ","SS","$434,000 ","1 (2010)","$434,000 ","$434,000 "
"392",2010,"Jeff Baker","CHC ","2B","$975,000 ","1 (2010)","$975,000 ","$975,000 "
"393",2010,"Jeff Clement","PIT ","C","$405,000 ","1 (2010)","$405,000 ","$405,000 "
"394",2010,"Jeff Francis","COL ","P","$5,750,000 ","1 (2010)","$5,750,000 ","$5,750,000 "
"395",2010,"Jeff Francoeur","NYM ","OF","$5,000,000 ","1 (2010)","$5,000,000 ","$5,000,000 "
"396",2010,"Jeff Fulchino","HOU ","P","$425,000 ","1 (2010)","$425,000 ","$425,000 "
"397",2010,"Jeff Keppinger","HOU ","SS","$1,150,000 ","1 (2010)","$1,150,000 ","$1,150,000 "
"398",2010,"Jeff Mathis","LAA ","C","$1,300,000 ","1 (2010)","$1,300,000 ","$1,300,000 "
"399",2010,"Jeff Niemann","TB ","P","$1,032,000 ","1 (2010)","$1,032,000 ","$1,032,000 "
"400",2010,"Jeff Samardzija","CHC ","P","$3,000,000 ","1 (2010)","$3,000,000 ","$3,000,000 "
"401",2010,"Jeff Suppan","MIL ","P","$12,750,000 ","1 (2010)","$12,750,000 ","$12,750,000 "
"402",2010,"Jeff Weaver","LAD ","P","$800,000 ","1 (2010)","$800,000 ","$800,000 "
"403",2010,"Jered Weaver","LAA ","P","$4,265,000 ","1 (2010)","$4,265,000 ","$4,265,000 "
"404",2010,"Jeremy Accardo","TOR ","P","$1,080,000 ","1 (2010)","$1,080,000 ","$1,080,000 "
"405",2010,"Jeremy Affeldt","SF ","P","$4,000,000 ","1 (2010)","$4,000,000 ","$4,000,000 "
"406",2010,"Jeremy Bonderman","DET ","P","$12,500,000 ","1 (2010)","$12,500,000 ","$12,500,000 "
"407",2010,"Jeremy Guthrie","BAL ","P","$3,000,000 ","1 (2010)","$3,000,000 ","$3,000,000 "
"408",2010,"Jeremy Hermida","BOS ","OF","$3,345,000 ","1 (2010)","$3,345,000 ","$3,345,000 "
"409",2010,"Jerry Blevins","OAK ","P","$405,000 ","1 (2010)","$405,000 ","$405,000 "
"410",2010,"Jerry Hairston Jr.","SD ","OF","$2,125,000 ","1 (2010)","$2,125,000 ","$2,125,000 "
"411",2010,"Jesse Chavez","ATL ","P","$415,000 ","1 (2010)","$415,000 ","$415,000 "
"412",2010,"Jesse Crain","MIN ","P","$2,000,000 ","1 (2010)","$2,000,000 ","$2,000,000 "
"413",2010,"Jesse English","WSH ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"414",2010,"Jesse Litsch","TOR ","P","$414,700 ","1 (2010)","$414,700 ","$414,700 "
"415",2010,"Jesus Flores","WSH ","C","$750,000 ","1 (2010)","$750,000 ","$750,000 "
"416",2010,"Jhonny Peralta","CLE ","3B","$4,850,000 ","1 (2010)","$4,850,000 ","$4,850,000 "
"417",2010,"Jim Edmonds","MIL ","OF","$850,000 ","1 (2010)","$850,000 ","$850,000 "
"418",2010,"Jim Johnson","BAL ","P","$440,000 ","1 (2010)","$440,000 ","$440,000 "
"419",2010,"Jim Thome","MIN ","DH","$1,500,000 ","1 (2010)","$1,500,000 ","$1,500,000 "
"420",2010,"Jimmy Rollins","PHI ","SS","$8,500,000 ","1 (2010)","$8,500,000 ","$8,500,000 "
"421",2010,"Jo-Jo Reyes","ATL ","P","$410,000 ","1 (2010)","$410,000 ","$410,000 "
"422",2010,"Joakim Soria","KC ","P","$3,000,000 ","1 (2010)","$3,000,000 ","$3,000,000 "
"423",2010,"Joaquin Arias","TEX ","SS","$402,000 ","1 (2010)","$402,000 ","$402,000 "
"424",2010,"Joba Chamberlain","NYY ","P","$487,975 ","1 (2010)","$487,975 ","$487,975 "
"425",2010,"Jody Gerut","MIL ","OF","$2,000,000 ","1 (2010)","$2,000,000 ","$2,000,000 "
"426",2010,"Joe Blanton","PHI ","P","$3,000,000 ","1 (2010)","$3,000,000 ","$3,000,000 "
"427",2010,"Joe Inglett","MIL ","2B","$416,000 ","1 (2010)","$416,000 ","$416,000 "
"428",2010,"Joe Mather","STL ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"429",2010,"Joe Mauer","MIN ","C","$12,500,000 ","1 (2010)","$12,500,000 ","$12,500,000 "
"430",2010,"Joe Nathan","MIN ","P","$11,250,000 ","1 (2010)","$11,250,000 ","$11,250,000 "
"431",2010,"Joe Saunders","LAA ","P","$3,700,000 ","1 (2010)","$3,700,000 ","$3,700,000 "
"432",2010,"Joe Smith","CLE ","P","$427,500 ","1 (2010)","$427,500 ","$427,500 "
"433",2010,"Joe Thatcher","SD ","P","$412,700 ","1 (2010)","$412,700 ","$412,700 "
"434",2010,"Joel Hanrahan","PIT ","P","$453,000 ","1 (2010)","$453,000 ","$453,000 "
"435",2010,"Joel Pineiro","LAA ","P","$8,000,000 ","1 (2010)","$8,000,000 ","$8,000,000 "
"436",2010,"Joel Zumaya","DET ","P","$915,000 ","1 (2010)","$915,000 ","$915,000 "
"437",2010,"Joey Devine","OAK ","P","$557,500 ","1 (2010)","$557,500 ","$557,500 "
"438",2010,"Joey Votto","CIN ","1B","$525,000 ","1 (2010)","$525,000 ","$525,000 "
"439",2010,"Johan Santana","NYM ","P","$20,144,707 ","6 (2008-13)","$137,500,000 ","$22,916,667 "
"440",2010,"John Baker","MIA ","C","$415,000 ","1 (2010)","$415,000 ","$415,000 "
"441",2010,"John Bowker","SF ","OF","$410,000 ","1 (2010)","$410,000 ","$410,000 "
"442",2010,"John Buck","TOR ","C","$2,000,000 ","1 (2010)","$2,000,000 ","$2,000,000 "
"443",2010,"John Danks","CWS ","P","$3,450,000 ","1 (2010)","$3,450,000 ","$3,450,000 "
"444",2010,"John Grabow","CHC ","P","$2,700,000 ","1 (2010)","$2,700,000 ","$2,700,000 "
"445",2010,"John Lackey","BOS ","P","$18,700,000 ","5 (2010-14)","$82,500,000 ","$16,500,000 "
"446",2010,"John Lannan","WSH ","P","$458,000 ","1 (2010)","$458,000 ","$458,000 "
"447",2010,"John Maine","NYM ","P","$3,300,000 ","1 (2010)","$3,300,000 ","$3,300,000 "
"448",2010,"John McDonald","TOR ","SS","$1,500,000 ","1 (2010)","$1,500,000 ","$1,500,000 "
"449",2010,"John Parrish","KC ","P","$600,000 ","1 (2010)","$600,000 ","$600,000 "
"450",2010,"John Raynor","PIT ","OF","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"451",2010,"Johnny Cueto","CIN ","P","$445,000 ","1 (2010)","$445,000 ","$445,000 "
"452",2010,"Johnny Damon","DET ","OF","$8,000,000 ","1 (2010)","$8,000,000 ","$8,000,000 "
"453",2010,"Jon Garland","SD ","P","$4,700,000 ","1 (2010)","$4,700,000 ","$4,700,000 "
"454",2010,"Jon Lester","BOS ","P","$3,750,000 ","1 (2010)","$3,750,000 ","$3,750,000 "
"455",2010,"Jon Meloan","OAK ","P","$405,000 ","1 (2010)","$405,000 ","$405,000 "
"456",2010,"Jon Rauch","MIN ","P","$2,900,000 ","1 (2010)","$2,900,000 ","$2,900,000 "
"457",2010,"Jonathan Broxton","LAD ","P","$4,000,000 ","1 (2010)","$4,000,000 ","$4,000,000 "
"458",2010,"Jonathan Papelbon","BOS ","P","$9,350,000 ","1 (2010)","$9,350,000 ","$9,350,000 "
"459",2010,"Jonathan Sanchez","SF ","P","$2,100,000 ","1 (2010)","$2,100,000 ","$2,100,000 "
"460",2010,"Jonny Gomes","CIN ","OF","$800,000 ","1 (2010)","$800,000 ","$800,000 "
"461",2010,"Jordan Norberto","ARI ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"462",2010,"Jordan Schafer","ATL ","OF","$402,500 ","1 (2010)","$402,500 ","$402,500 "
"463",2010,"Jordan Zimmermann","WSH ","P","$401,000 ","1 (2010)","$401,000 ","$401,000 "
"464",2010,"Jorge Cantu","MIA ","3B","$6,000,000 ","1 (2010)","$6,000,000 ","$6,000,000 "
"465",2010,"Jorge De La Rosa","COL ","P","$5,600,000 ","1 (2010)","$5,600,000 ","$5,600,000 "
"466",2010,"Jorge Posada","NYY ","C","$13,100,000 ","1 (2010)","$13,100,000 ","$13,100,000 "
"467",2010,"Jose Ascanio","PIT ","P","$410,000 ","1 (2010)","$410,000 ","$410,000 "
"468",2010,"Jose Bautista","TOR ","OF","$2,400,000 ","1 (2010)","$2,400,000 ","$2,400,000 "
"469",2010,"Jose Contreras","PHI ","P","$1,500,000 ","1 (2010)","$1,500,000 ","$1,500,000 "
"470",2010,"Jose Guillen","KC ","OF","$12,000,000 ","1 (2010)","$12,000,000 ","$12,000,000 "
"471",2010,"Jose Lopez","SEA ","2B","$3,000,000 ","1 (2010)","$3,000,000 ","$3,000,000 "
"472",2010,"Jose Mijares","MIN ","P","$430,000 ","1 (2010)","$430,000 ","$430,000 "
"473",2010,"Jose Molina","TOR ","C","$800,000 ","1 (2010)","$800,000 ","$800,000 "
"474",2010,"Jose Morales","MIN ","C","$412,500 ","1 (2010)","$412,500 ","$412,500 "
"475",2010,"Jose Reyes","NYM ","SS","$9,375,000 ","1 (2010)","$9,375,000 ","$9,375,000 "
"476",2010,"Jose Valverde","DET ","P","$6,886,052 ","1 (2010)","$6,886,052 ","$6,886,052 "
"477",2010,"Jose Veras","MIA ","P","$550,000 ","1 (2010)","$550,000 ","$550,000 "
"478",2010,"Josh Beckett","BOS ","P","$12,100,000 ","1 (2010)","$12,100,000 ","$12,100,000 "
"479",2010,"Josh Butler","MIL ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"480",2010,"Josh Fields","KC ","3B","$422,000 ","1 (2010)","$422,000 ","$422,000 "
"481",2010,"Josh Johnson","MIA ","P","$3,750,000 ","1 (2010)","$3,750,000 ","$3,750,000 "
"482",2010,"Josh Outman","OAK ","P","$410,000 ","1 (2010)","$410,000 ","$410,000 "
"483",2010,"Josh Willingham","WSH ","OF","$4,600,000 ","1 (2010)","$4,600,000 ","$4,600,000 "
"484",2010,"Juan Carlos Oviedo","MIA ","P","$2,000,000 ","1 (2010)","$2,000,000 ","$2,000,000 "
"485",2010,"Juan Castro","PHI ","SS","$700,000 ","1 (2010)","$700,000 ","$700,000 "
"486",2010,"Juan Cruz","KC ","P","$3,250,000 ","1 (2010)","$3,250,000 ","$3,250,000 "
"487",2010,"Juan Francisco","CIN ","3B","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"488",2010,"Juan Pierre","CWS ","OF","$7,000,000 ","1 (2010)","$7,000,000 ","$7,000,000 "
"489",2010,"Juan Rivera","LAA ","OF","$4,250,000 ","1 (2010)","$4,250,000 ","$4,250,000 "
"490",2010,"Juan Uribe","SF ","SS","$3,250,000 ","1 (2010)","$3,250,000 ","$3,250,000 "
"491",2010,"Julio Borbon","TEX ","OF","$600,000 ","1 (2010)","$600,000 ","$600,000 "
"492",2010,"Julio Lugo","BAL ","SS","$9,250,000 ","1 (2010)","$9,250,000 ","$9,250,000 "
"493",2010,"Junichi Tazawa","BOS ","P","$1,100,000 ","1 (2010)","$1,100,000 ","$1,100,000 "
"494",2010,"Justin Berg","CHC ","P","$403,000 ","1 (2010)","$403,000 ","$403,000 "
"495",2010,"Justin Duchscherer","OAK ","P","$1,750,000 ","1 (2010)","$1,750,000 ","$1,750,000 "
"496",2010,"Justin Masterson","CLE ","P","$427,000 ","1 (2010)","$427,000 ","$427,000 "
"497",2010,"Justin Morneau","MIN ","1B","$15,000,000 ","6 (2008-13)","$80,000,000 ","$13,333,333 "
"498",2010,"Justin Upton","ARI ","OF","$708,333 ","1 (2010)","$708,333 ","$708,333 "
"499",2010,"Justin Upton","SD ","OF","$708,333 ","6 (2010-15)","$51,250,000 ","$8,541,667 "
"500",2010,"Justin Verlander","DET ","P","$6,850,000 ","5 (2010-14)","$80,000,000 ","$16,000,000 "
"501",2010,"Kanekoa Texeira","SEA ","P","$400,000 ","1 (2010)","$400,000 ","$400,000 "
"502",2010,"Kazuo Matsui","HOU ","2B","$5,500,000 ","1 (2010)","$5,500,000 ","$5,500,000 "
"503",2010,"Kelly Johnson","ARI ","2B","$2,350,000 ","1 (2010)","$2,350,000 ","$2,350,000 "
"504",2010,"Kelly Shoppach","TB ","C","$2,250,000 ","1 (2010)","$2,250,000 ","$2,250,000 "
"505",2010,"Kelvim Escobar","NYM ","P","$1,250,000 ","1 (2010)","$1,250,000 ","$1,250,000 "
"506",2010,"Ken Griffey Jr.","SEA ","OF","$2,350,000 ","1 (2010)","$2,350,000 ","$2,350,000 "
"507",2010,"Kendrys Morales","LAA ","1B","$1,200,000 ","1 (2010)","$1,200,000 ","$1,200,000 "
"508",2010,"Kenshin Kawakami","ATL ","P","$7,333,666 ","1 (2010)","$7,333,666 ","$7,333,666 "
"509",2010,"Kerry Wood","CLE ","P","$10,500,000 ","1 (2010)","$10,500,000 ","$10,500,000 "
"510",2010,"Kevin Correia","SD ","P","$3,600,000 ","1 (2010)","$3,600,000 ","$3,600,000 "
